,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
1119,Senior Project Engineer,North Oil Company Qatar,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,IT/Software Development,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Engineering Software Development Project Management Mechanical Engineering,6 days ago
1120,Presales Consultant,Flow Talent,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Sales/Retail,Information Technology (IT) Presales Sales Skills Computer Science ERP Software Engineering,6 days ago
1121,Food And Beverage Assistant,LinkedTour,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Hospitality/Hotels/Food Services,Operations/Management,Food &amp; Beverage Sales Hospitality Food Operations Hotels,5 days ago
1122,IT Engineer - Doha Airport,Rapiscan Systems,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Software Development Engineering Software Engineering Computer Engineering javaScript,6 days ago
1123,Program Manager,US Army Corps of Engineers,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Project/Program Management,Information Technology (IT) Management Computer Science Engineering Program Management Programming,6 days ago
1124,Administrative and System Executive,IFC,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Installation/Maintenance/Repair,IT/Software Development,Computer Science System Administration Engineering Installation Linux Administration,6 days ago
1125,Disaster Management Expert,Management Solutions International (MSI),Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,IT/Software Development,Sales/Retail,computer science engineering sales software management communication,6 days ago
1126,Maintenance Technician (Electrical/ Electrical & Instrumentation),Hempel A/S,Not mentioned,Makkah,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Information Technology (IT) Technical Support Mechanical Engineering Technician Engineering Mobile Maintenance,6 days ago
1127,Senior QA/QC Specialist - Kuwait Drilling Fluids,SPERTON,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,IT/Software Development,Quality,Quality Control QA Quality QC Testing Engineering,7 days ago
1128,Cyber Security Specialist,Cyberr®,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Sales/Retail,Computer Science Computer Engineering Engineering Security Information Security Telecommunication,7 days ago
1129,Senior Sales Engineer,Olayan Saudi Holding Company,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Sales/Retail,Engineering - Telecom/Technology,Engineering Sales Skills Sales Target Information Technology (IT) Computer Science Mechanical Engineering,7 days ago
1130,IT Manager,Caliberly,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,Computer Science Project Management Engineering Software Development Computer Engineering Management,7 days ago
1131,ICT Pre-Sales Engineer,NTT,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Sales/Retail,Engineering Sales Skills Information Technology (IT) Computer Science Sales Target Presales,7 days ago
1132,Network and Security Engineer,NTT,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Networking Computer Engineering CCNA Networks,7 days ago
1133,"Enterprise Account Manager, Middle East Public Sector",Amazon Web Services (AWS),Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,sales skills information technology (it) accounting business development engineering software,7 days ago
1134,Network Security Engineer,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Networking Computer Engineering CCNA Networks,7 days ago
1135,IT Governance Specialist,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Installation/Maintenance/Repair,IT/Software Development,Computer Science Installation Maintenance Technical Support Troubleshooting Software,7 days ago
1136,IT Systems Engineer,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Installation Software Development,7 days ago
1137,"ENGINEER, ELECTRICAL / Fresh Graduate",Alfanar Projects,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Installation/Maintenance/Repair,Engineering - Telecom/Technology,Engineering Maintenance Mechanical Engineering AutoCAD Computer Engineering Computer Science,7 days ago
1138,Support Specialist,Solutions by 42,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,IT/Software Development,Customer Support Customer Service Technical Support Computer Science Customer Care Installation,8 days ago
1139,Azure Cloud Engineer,eTeam,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Azure Cloud Software Engineering Computer Engineering Engineering,8 days ago
1140,Project Engineer,Unique-Taj HR Consultancy,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Engineering - Construction/Civil/Architecture,Project/Program Management,Engineering Civil Engineering Construction Information Technology (IT) Computer Science Architecture,7 days ago
1141,Project Associate,Solutions by 42,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Project/Program Management,PMP Information Technology (IT) Computer Science Engineering Software Engineering Risk Management,8 days ago
1142,Project Engineer,Advanced Petrochemical Company,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Engineering - Construction/Civil/Architecture,Project/Program Management,Engineering Civil Engineering Construction Information Technology (IT) Computer Science Architecture,7 days ago
1143,Doctors' Internship Program,Moris Media,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Student,IT/Software Development,Quality,Computer Engineering Information Technology (IT) Software Engineering .NET Information Systems Programming,7 days ago
1144,"Senior Project Manager, Professional Services (Saudi National)",Dell Technologies,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,IT/Software Development,Project/Program Management,Information Technology (IT) Computer Science PMP Engineering Management Microsoft Office,8 days ago
1145,Testing Specialist/Technician,SLB,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Administration,IT/Software Development,Information Technology (IT) Testing Marketing Customer Service Education Microsoft Excel,8 days ago
1146,Patriot Organizational Activities Interface (OAI) Kuwait,Nightwing,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,information technology (it) computer science project management design maintenance management,8 days ago
1147,Finance Manager,1inch Labs,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Accounting/Finance,Banking,Accounting Financial Management Financial Analysis Microsoft Office Commerce Microsoft Excel,8 days ago
1148,Project Manager,TAIT,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Engineering - Construction/Civil/Architecture,IT/Software Development,Engineering Information Technology (IT) Management Computer Science Civil Engineering Microsoft Office,8 days ago
1149,Engineering Manager,Hilti Saudi Arabia,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Engineering - Construction/Civil/Architecture,IT/Software Development,Project Management Information Technology (IT) Management Computer Science Civil Engineering Construction,8 days ago
1150,Account Manager HR-tech Platform - KSA,Sanabil Studio,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,social media human resources (hr) information technology (it) recruitment management startup,8 days ago
1151,Quality Assurance Engineer - 1 year FTC in Saudi Arabia,Fathom.io,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Quality,Quality Control Engineering Quality Computer Science QA Information Technology (IT),8 days ago
1152,Restaurant Manager,Dubai Urgent job vacancies,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Hospitality/Hotels/Food Services,Operations/Management,Restaurant Hotels Management Restaurant Management Software Microsoft Office Operations,8 days ago
1153,Remote Data Entry Assistant - Part-Time/Full-Time,HarrisonSolow,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,Accounting/Finance,Administration,accounting finance administration data entry communication skills software,9 days ago
1154,Engineer,Careers and Jobs in Lebanon,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Development Software Engineering Computer Engineering Mechanical Engineering,9 days ago
1155,Engineer,Mammoet,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Development Software Engineering Computer Engineering Mechanical Engineering,9 days ago
1156,Project Manager,Sunshine Enterprise USA,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Engineering - Construction/Civil/Architecture,IT/Software Development,Engineering Information Technology (IT) Management Computer Science Civil Engineering Microsoft Office,9 days ago
1157,Entry-Level Remote Data Entry Rep,Unearthed UK Sports Management,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Accounting/Finance,Administration,customer service customer care customer support data entry communication skills management,9 days ago
1158,Remote Data Entry Assistant - Part-Time/Full-Time,Unearthed UK Sports Management,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Accounting/Finance,Administration,accounting finance administration data entry communication skills software,9 days ago
1159,Entry-Level Remote Data Entry Representative,Unearthed UK Sports Management,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Accounting/Finance,Administration,microsoft office customer support customer care data entry communication skills management,9 days ago
1160,Remote Data Entry Assistant - Entry Level,Unearthed UK Sports Management,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,Accounting/Finance,Administration,accounting finance administration data entry communication skills software,9 days ago
1161,"Security Consultant, Red Team, Mandiant, Google Cloud",Google Cloud,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,Customer Service/Support,IT/Software Development,ccie ccnp computer science engineering cybersecurity software,9 days ago
1162,System Support Officer,ALJOMAIH BOTTLING PLANTS,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Microsoft Office Customer Support Administration Engineering Technical Support,10 days ago
1163,Network Engineer - Intern (Remote Internship - IT),Kreativstorm,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Student,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Networking Computer Engineering Networks Installation,9 days ago
1164,Business Analyst - Intern (Remote Internship),Kreativstorm,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Student,IT/Software Development,Analyst/Research,Information Technology (IT) Computer Science Analysis Software Development Software Computer Engineering,9 days ago
1165,Junior Backend Developer (Remote),Kreativstorm,Not mentioned,Tabuk,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,IT/Software Development,Computer Science Software Development Software Engineering javaScript PHP HTML,10 days ago
